school_number,english_language_learners,hispanic,other_race,poverty,students_with_disabilities,white,asian,black,grade,mean_scale_score,any_lead_free_buildings,lead_percent,minority,race
Q232,0.0341,0.4092,0.0147,0.5613,0.1484,0.3677,0.1152,0.0931,All Grades,310,No,0.01694915254237288,Minority,Hispanic
Q253,0.2868,0.5698,0.0094,0.9604,0.183,0.0302,0.0208,0.3698,All Grades,298,No,0.0425531914893617,Minority,Hispanic
Q254,0.0862,0.7458,0.0106,0.8578,0.1346,0.056,0.1241,0.0635,All Grades,319,No,0.037267080745341616,Minority,Hispanic
Q262,0.0146,0.3016,0.0102,1,0.1435,0.1215,0.0673,0.4993,All Grades,296,No,0.03225806451612903,Minority,Black
Q273,0.1013,0.6634,0.0294,0.9379,0.1503,0.0588,0.1438,0.1046,All Grades,304,No,0,Minority,Hispanic
Q282,0.0532,0.3346,0.0038,0.8175,0.0837,0.0304,0.057,0.5741,All Grades,300,NA,NA,Minority,Black
Q297,0.0314,0.2,0.0549,0.7569,0.2196,0.0196,0.2118,0.5137,All Grades,286,No,0,Minority,Black
Q309,0.1052,0.3878,0.0283,0.7473,0.1758,0.0283,0.0785,0.4772,All Grades,272,NA,NA,Minority,Black
Q317,0.1002,0.4444,0.0349,0.8039,0.1895,0.2222,0.0305,0.268,All Grades,304,NA,NA,Minority,Hispanic
Q318,0.0632,0.3105,0.0158,0.8737,0.3895,0.0737,0.0158,0.5842,All Grades,275,NA,NA,Minority,Black
Q319,0.1494,0.2439,0.0122,1,0.2805,0.0152,0.0152,0.7134,All Grades,277,NA,NA,Minority,Black
Q323,0,0.1797,0.0123,0.4885,0.02,0.4094,0.2151,0.1836,All Grades,350,NA,NA,Minority,White
Q333,0,0.1835,0.0655,0.7959,0.0543,0.0225,0.0375,0.691,All Grades,285,NA,NA,Minority,Black
Q362,0.2368,0.5655,0.0138,0.9333,0.1678,0.0092,0.0138,0.3977,All Grades,298,NA,NA,Minority,Hispanic
Q008,0.1193,0.2119,0.0761,0.8313,0.2469,0.0123,0.1523,0.5473,All Grades,283,No,0.1328125,Minority,Black
Q040,0.0628,0.2443,0.0227,0.9162,0.1832,0.0506,0.0768,0.6056,All Grades,289,No,0.010638297872340425,Minority,Black
Q048,0.065,0.1564,0.0527,0.7786,0.2285,0.0053,0.1054,0.6801,All Grades,304,No,0.1,Minority,Black
Q050,0.1385,0.418,0.1309,0.9149,0.1588,0.028,0.1804,0.2427,All Grades,313,No,0.018867924528301886,Minority,Hispanic
Q054,0.2412,0.5059,0.0519,1,0.1441,0.0285,0.3367,0.0771,All Grades,295,No,0.06666666666666667,Minority,Hispanic
Q055,0.0625,0.248,0.0847,0.8206,0.1351,0.0101,0.5363,0.121,All Grades,304,No,0.15517241379310345,Minority,Asian
Q072,0.0408,0.1105,0.0329,0.7263,0.2237,0.0079,0.1303,0.7184,All Grades,272,No,0.1320754716981132,Minority,Black
Q080,0.0168,0.069,0.0236,0.8232,0.2172,0.0067,0.0253,0.8754,All Grades,292,No,0.0703125,Minority,Black
Q082,0.277,0.618,0.0046,1,0.1431,0.0198,0.2938,0.0639,All Grades,293,No,0.022988505747126436,Minority,Hispanic
Q086,0.2909,0.3015,0.0244,1,0.1327,0.035,0.5467,0.0924,All Grades,303,No,0.04201680672268908,Minority,Asian
Q099,0.1165,0.3988,0.0282,0.6765,0.1682,0.2706,0.2341,0.0682,All Grades,321,No,0.10666666666666667,Minority,Hispanic
Q101,0.0457,0.1289,0.0718,0.1746,0.0946,0.4568,0.31,0.0326,All Grades,333,No,0.07547169811320754,Minority,White
Q117,0.112,0.3315,0.0392,1,0.1466,0.1634,0.3604,0.1055,All Grades,307,No,0.057692307692307696,Minority,Asian
Q121,0.0383,0.1081,0.2523,0.8119,0.0991,0.0146,0.4369,0.1881,All Grades,317,No,0.11940298507462686,Minority,Asian
Q139,0.1806,0.3424,0.0201,0.6718,0.1582,0.3613,0.2515,0.0248,All Grades,320,No,0.036585365853658534,Minority,White
Q140,0.02,0.1564,0.0818,0.8927,0.1709,0.0091,0.0273,0.7255,All Grades,297,No,0.018867924528301886,Minority,Black
Q144,0.0526,0.1601,0.0941,0.2457,0.1027,0.3533,0.3643,0.0281,All Grades,331,No,0.0625,Minority,Asian
Q157,0.1092,0.2191,0.017,1,0.1543,0.3996,0.2368,0.1275,All Grades,317,No,0.12280701754385964,Minority,White
Q160,0.0385,0.1746,0.1021,0.8876,0.179,0.0118,0.145,0.5666,All Grades,289,No,0.036585365853658534,Minority,Black
Q161,0.1222,0.1753,0.1134,0.9057,0.1355,0.0236,0.6348,0.053,All Grades,317,No,0.02702702702702703,Minority,Asian
Q167,0.0139,0.374,0.0568,0.633,0.1898,0.2119,0.1704,0.187,All Grades,297,NA,NA,Minority,Hispanic
Q174,0.1006,0.2566,0.0321,0.3746,0.1137,0.3324,0.3251,0.053900000000000003,All Grades,324,No,0.025974025974025976,Minority,White
Q175,0.083,0.1133,0.0145,0.5982,0.112,0.6443,0.2148,0.0132,All Grades,318,No,0.04424778761061947,White,White
Q182,0.3042,0.54,0.0331,0.9584,0.1494,0.0117,0.2732,0.1419,All Grades,289,NA,NA,Minority,Hispanic
Q190,0.0973,0.2736,0.0385,1,0.1484,0.2948,0.3064,0.0867,All Grades,320,No,0.08602150537634409,Minority,Asian
Q196,0.0576,0.1302,0.0839,0.219,0.1189,0.3892,0.3705,0.0263,All Grades,348,No,0.03225806451612903,Minority,White
Q206,0.2259,0.3306,0.0266,0.8173,0.0947,0.294,0.1595,0.1894,All Grades,301,No,0.06451612903225806,Minority,Hispanic
Q217,0.1775,0.4352,0.0125,1,0.1532,0.0604,0.3674,0.1245,All Grades,297,No,0.07526881720430108,Minority,Hispanic
Q220,0.1786,0.2447,0.0169,0.7609,0.1266,0.3601,0.2925,0.0858,All Grades,309,No,0.0380952380952381,Minority,White
Q284,0.0082,0.0933,0.0704,0.7758,0.0917,0.0147,0.2848,0.5368,All Grades,320,NA,NA,Minority,Black
Q287,0.0759,0.2278,0.0591,0.8143,0.2658,0.0169,0.1266,0.5696,All Grades,282,No,0.01818181818181818,Minority,Black
Q303,0.0048,0.1675,0.0287,0.1388,0.0909,0.4115,0.3732,0.0191,All Grades,366,NA,NA,Minority,White
Q310,0.0893,0.1573,0.0363,0.8079,0.1513,0.0287,0.2648,0.5129,All Grades,306,NA,NA,Minority,Black
Q332,0.022,0.0879,0.022,0.8022,0.2198,0,0.0769,0.8132,All Grades,284,NA,NA,Minority,Black
Q354,0.0369,0.058,0.0123,0.8032,0.1845,0.0035,0.0141,0.9121,All Grades,289,NA,NA,Minority,Black
Q358,0.188,0.32,0.055,0.781,0.156,0.023,0.227,0.375,All Grades,302,NA,NA,Minority,Black
Q680,0.0064,0.1232,0.0308,0.7086,0.0757,0.0321,0.4339,0.38,All Grades,346,No,0.0847457627118644,Minority,Asian
Q896,0.0233,0.1634,0.0485,1,0.1257,0.0162,0.2908,0.4811,All Grades,326,NA,NA,Minority,Black
Q015,0.0118,0.0542,0.0047,0.8538,0.1132,0.0047,0.0071,0.9292,All Grades,297,No,0,Minority,Black
Q033,0.1279,0.2691,0.0582,0.77,0.1212,0.0439,0.4647,0.1641,All Grades,310,No,0.208,Minority,Asian
Q034,0.1077,0.149,0.0072,0.8187,0.1382,0.0126,0.0664,0.7648,All Grades,301,No,0.13559322033898305,Minority,Black
Q035,0.1396,0.2701,0.0653,0.8998,0.1381,0.041,0.2504,0.3733,All Grades,295,No,0.014925373134328358,Minority,Black
Q036,0.0284,0.0771,0.0223,1,0.2231,0.002,0,0.8986,All Grades,289,No,0.023255813953488372,Minority,Black
Q037,0.052,0.0699,0.009,0.8297,0.1685,0.0036,0.0197,0.8978,All Grades,287,No,0.18627450980392157,Minority,Black
Q038,0.0308,0.1026,0.0051,0.7846,0.2205,0.0256,0.0103,0.8564,All Grades,302,No,0.17391304347826086,Minority,Black
Q052,0.0372,0.09,0.0157,1,0.182,0.0039,0.0078,0.8826,All Grades,286,No,0.017857142857142856,Minority,Black
Q059,0.0318,0.0616,0.0378,0.8032,0.173,0.006,0.008,0.8867,All Grades,282,No,0.125,Minority,Black
Q095,0.2818,0.4057,0.048,1,0.1033,0.0153,0.4164,0.1146,All Grades,314,No,0.3469387755102041,Minority,Asian
Q109,0.0723,0.1973,0.0258,0.6849,0.1302,0.0444,0.3275,0.405,All Grades,293,No,0.18085106382978725,Minority,Black
Q116,0.1063,0.2887,0.0105,1,0.185,0.0197,0.0472,0.6339,All Grades,280,No,0.07042253521126761,Minority,Black
Q118,0.0487,0.1119,0.0054,1,0.1588,0,0.0235,0.8592,All Grades,289,No,0.05,Minority,Black
Q131,0.2178,0.1227,0.0253,0.8508,0.0903,0.0349,0.7341,0.083,All Grades,323,No,0.13636363636363635,Minority,Asian
Q132,0.0113,0.051,0.017,0.8442,0.1728,0.0142,0,0.9178,All Grades,301,No,0.08163265306122448,Minority,Black
Q134,0.1046,0.0937,0.0044,0.8235,0.1983,0.0131,0.0218,0.8671,All Grades,284,No,0.017857142857142856,Minority,Black
Q135,0.097,0.1871,0.0852,1,0.1214,0.0362,0.3781,0.3134,All Grades,303,No,0.06878306878306878,Minority,Asian
Q136,0.0237,0.0575,0.0152,0.9036,0.1692,0.0068,0.0051,0.9154,All Grades,297,No,0.034482758620689655,Minority,Black
Q138,0.0436,0.0715,0.0255,0.7648,0.1588,0.0279,0.0255,0.8497,All Grades,282,No,0.06918238993710692,Minority,Black
Q147,0.0417,0.0259,0.0029,0.7468,0.1396,0.0115,0.0101,0.9496,All Grades,280,No,0.05405405405405406,Minority,Black
Q156,0.0397,0.0608,0.0026,0.8042,0.1746,0.0132,0.0238,0.8995,All Grades,286,No,0.10975609756097561,Minority,Black
Q176,0.0162,0.031,0.0067,0.7544,0.1026,0.004,0.0553,0.9028,All Grades,318,No,0.06382978723404255,Minority,Black
Q181,0.0288,0.1031,0.024,0.7314,0.1511,0.0048,0.0168,0.8513,All Grades,289,No,0.09345794392523364,Minority,Black
Q192,0.0509,0.0783,0.0078,0.728,0.2153,0.0137,0.0294,0.8708,All Grades,270,No,0.23214285714285715,Minority,Black
Q195,0.0198,0.0488,0.0122,0.875,0.1555,0.0046,0.0107,0.9238,All Grades,288,No,0.06422018348623854,Minority,Black
Q208,0.0114,0.1166,0.0199,0.606,0.1707,0.0128,0.0853,0.7653,All Grades,310,No,0.2482758620689655,Minority,Black
Q238,0.1425,0.2588,0.0294,0.8601,0.1431,0.0192,0.2581,0.4345,All Grades,279,No,0.029850746268656716,Minority,Black
Q251,0,0.0347,0.026,0.7688,0.1387,0.0145,0.0087,0.9162,All Grades,301,NA,NA,Minority,Black
Q259,0.0301,0.0518,0.0067,0.7696,0.1469,0.0134,0.0284,0.8998,All Grades,280,NA,NA,Minority,Black
Q084,0.0924,0.3723,0.019,1,0.1413,0.4674,0.0815,0.0598,All Grades,306,No,0.08695652173913043,Minority,White
Q268,0.0492,0.2576,0.0983,0.8373,0.1322,0.0203,0.2441,0.3797,All Grades,300,No,0.014492753623188406,Minority,Black
Q270,0.0029,0.0059,0.0074,0.5059,0.1563,0,0.0088,0.9779,All Grades,298,No,0.006756756756756757,Minority,Black
Q283,0.0091,0.0707,0.0326,0.7246,0.1522,0.0163,0.038,0.8424,All Grades,304,NA,NA,Minority,Black
Q289,0.0203,0.0608,0.0743,0.6419,0.1824,0.0068,0.0068,0.8514,All Grades,269,NA,NA,Minority,Black
Q295,0.0907,0.2704,0.0352,0.7963,0.1463,0.0481,0.3722,0.2741,All Grades,313,NA,NA,Minority,Asian
Q327,0.0023,0.0421,0.0327,0.6869,0.2196,0.021,0.0117,0.8925,All Grades,280,NA,NA,Minority,Black
Q355,0.018,0.0518,0.0045,0.6779,0.2252,0.0113,0.018,0.9144,All Grades,279,NA,NA,Minority,Black
Q356,0.035,0.0559,0.0117,0.704,0.2051,0.0047,0.007,0.9207,All Grades,280,NA,NA,Minority,Black
Q002,0.1868,0.3706,0.0123,0.7519,0.1317,0.3828,0.2098,0.0245,All Grades,323,No,0.08064516129032258,Minority,White
Q010,0.1021,0.5336,0.0093,1,0.1659,0.1879,0.2123,0.0568,All Grades,304,No,0.1836734693877551,Minority,Hispanic
Q011,0.2533,0.4847,0.0094,1,0.16,0.0886,0.4008,0.0165,All Grades,316,No,0.13953488372093023,Minority,Hispanic
Q017,0.2411,0.5763,0.0056,1,0.2298,0.1318,0.1714,0.1149,All Grades,295,No,0.02158273381294964,Minority,Hispanic
Q069,0.195,0.4142,0.0129,1,0.0863,0.0802,0.4866,0.006,All Grades,319,No,0.0078125,Minority,Asian
Q070,0.1914,0.4218,0.0175,0.8173,0.1195,0.3547,0.1856,0.0204,All Grades,310,No,0.028901734104046242,Minority,Hispanic
Q076,0.1259,0.4874,0.0126,1,0.3489,0.1151,0.0881,0.2968,All Grades,289,No,0.02027027027027027,Minority,Hispanic
Q078,0.0716,0.3663,0.0505,0.2547,0.0926,0.4,0.1432,0.04,All Grades,324,NA,NA,Minority,White
Q085,0.1052,0.3207,0.0448,1,0.1086,0.3862,0.2017,0.0466,All Grades,326,No,0.01694915254237288,Minority,White
Q092,0.3761,0.958,0.0022,1,0.1659,0.0011,0.0177,0.021,All Grades,295,NA,NA,Minority,Hispanic
Q111,0.1898,0.4759,0.0151,0.9036,0.253,0.0663,0.0753,0.3675,All Grades,268,No,0.1342281879194631,Minority,Hispanic
Q112,0.1375,0.4647,0.0093,1,0.1413,0.0688,0.2639,0.1933,All Grades,312,No,0.18032786885245902,Minority,Hispanic
Q122,0.0577,0.2184,0.0299,0.5771,0.103,0.3769,0.3126,0.0621,All Grades,336,No,0.043478260869565216,Minority,White
Q126,0.1416,0.5097,0.0088,0.9115,0.1947,0.0991,0.2336,0.1487,All Grades,298,No,0.07865168539325842,Minority,Hispanic
Q127,0.33,0.7368,0.0028,0.8853,0.1358,0.0106,0.1161,0.1337,All Grades,294,No,0.15584415584415584,Minority,Hispanic
Q141,0.0718,0.4002,0.0259,1,0.1303,0.3233,0.2239,0.0267,All Grades,314,No,0.12222222222222222,Minority,Hispanic
Q145,0.2384,0.8866,0.0024,0.9254,0.1739,0.0213,0.0736,0.016,All Grades,300,No,0.009433962264150943,Minority,Hispanic
Q148,0.2889,0.8311,0.0029,1,0.1411,0.0288,0.1315,0.0058,All Grades,299,No,0.05084745762711865,Minority,Hispanic
Q149,0.3387,0.8593,0.0049,1,0.1269,0.0299,0.0905,0.0154,All Grades,304,No,0.06306306306306306,Minority,Hispanic
Q150,0.1255,0.4619,0.0189,1,0.1066,0.2256,0.2838,0.0098,All Grades,324,No,0.041666666666666664,Minority,Hispanic
Q151,0.1253,0.5718,0.0091,0.9157,0.1845,0.0843,0.1412,0.1936,All Grades,289,No,0.1346153846153846,Minority,Hispanic
Q152,0.2787,0.4513,0.013,1,0.122,0.0455,0.4866,0.0036,All Grades,319,No,0.07339449541284404,Minority,Asian
Q166,0.1801,0.4438,0.0112,0.7554,0.11,0.1849,0.3124,0.0478,All Grades,324,No,0.08823529411764706,Minority,Hispanic
Q171,0.1918,0.4982,0.009,0.9355,0.1756,0.0412,0.2151,0.2366,All Grades,283,No,0.15789473684210525,Minority,Hispanic
Q204,0.1356,0.5068,0.0085,0.8627,0.2186,0.0746,0.2203,0.1898,All Grades,290,No,0.022388059701492536,Minority,Hispanic
Q212,0.1244,0.6612,0.0114,1,0.1459,0.099,0.2183,0.0102,All Grades,317,No,0.05384615384615385,Minority,Hispanic
Q227,0.0505,0.4635,0.0091,1,0.1346,0.2649,0.1413,0.1212,All Grades,332,No,0.04819277108433735,Minority,Hispanic
Q230,0.1076,0.5334,0.0065,0.7588,0.1113,0.0696,0.3813,0.0093,All Grades,319,No,0.01639344262295082,Minority,Hispanic
Q234,0.2244,0.4006,0.0128,0.8317,0.1362,0.2997,0.2452,0.0417,All Grades,301,No,0.02097902097902098,Minority,Hispanic
Q235,1,0.6067,0,0.96,0,0.1133,0.26,0.02,All Grades,280,NA,NA,Minority,Hispanic
Q280,0.4435,0.8922,0.007,0.9704,0.167,0.0139,0.0817,0.0052,All Grades,311,No,0.2608695652173913,Minority,Hispanic
Q286,0.0385,0.4108,0.0052,0.7937,0.0927,0.1853,0.3374,0.0612,All Grades,318,NA,NA,Minority,Hispanic
Q291,0.0793,0.5022,0.0308,0.6344,0.2335,0.141,0.163,0.163,All Grades,314,NA,NA,Minority,Hispanic
Q300,0.0598,0.0513,0.1282,1,0.0342,0.3162,0.4359,0.0684,All Grades,355,NA,NA,Minority,Asian
Q329,0.5419,0.8323,0.0065,0.9806,0.1742,0.0387,0.0323,0.0903,All Grades,315,No,0.06666666666666667,Minority,Hispanic
Q580,0,0.1674,0.023,0.4247,0.0063,0.3201,0.4707,0.0188,All Grades,365,NA,NA,Minority,Asian
R001,0.0462,0.1577,0,0.3846,0.2923,0.8135,0.0135,0.0154,All Grades,312,No,0.15625,White,White
R002,0.0576,0.2953,0.0061,0.6716,0.2574,0.5392,0.0931,0.0662,All Grades,297,No,0.24545454545454545,White,White
R003,0.021,0.1032,0.01,0.3106,0.1894,0.8277,0.0541,0.005,All Grades,326,No,0.07692307692307693,White,White
R004,0.0225,0.1637,0.0175,0.3887,0.2775,0.7487,0.0463,0.0237,All Grades,310,No,0.08982035928143713,White,White
R005,0,0.0898,0,0.1878,0.1837,0.8857,0.0163,0.0082,All Grades,346,No,0,White,White
R006,0.0218,0.1061,0.0247,0.3663,0.25,0.8372,0.0247,0.0073,All Grades,317,No,0.021739130434782608,White,White
R007,0.0081,0.0754,0.0041,0.3476,0.1532,0.8679,0.0462,0.0065,All Grades,325,No,0.21348314606741572,White,White
R008,0.0199,0.1209,0.0072,0.3502,0.2076,0.7852,0.0614,0.0253,All Grades,331,No,0.1,White,White
R009,0.0329,0.2961,0.0329,0.4605,0.2895,0.4868,0.0592,0.125,All Grades,309,NA,NA,Minority,White
R011,0.0887,0.4149,0.0142,0.7482,0.2305,0.3546,0.0674,0.1489,All Grades,305,No,0.07272727272727272,Minority,Hispanic
R013,0.1429,0.4309,0.0279,1,0.2067,0.2369,0.1359,0.1684,All Grades,308,No,0.019417475728155338,Minority,Hispanic
R016,0.2694,0.5903,0.0065,0.9613,0.2339,0.129,0.0548,0.2194,All Grades,278,No,0.014492753623188406,Minority,Hispanic
R018,0.0534,0.449,0.0157,1,0.3344,0.0597,0.0298,0.4458,All Grades,301,No,0.08264462809917356,Minority,Hispanic
R019,0.1752,0.6704,0.0289,1,0.1913,0.1029,0.0434,0.1543,All Grades,298,No,0.17293233082706766,Minority,Hispanic
R020,0.4127,0.7803,0.0144,0.9692,0.308,0.0616,0.0062,0.1376,All Grades,287,No,0.018518518518518517,Minority,Hispanic
R021,0.1856,0.5767,0,1,0.3366,0.2005,0.0173,0.2054,All Grades,292,No,0,Minority,Hispanic
R022,0.1275,0.5604,0.0262,0.8585,0.2024,0.1143,0.0675,0.2315,All Grades,296,No,0.04225352112676056,Minority,Hispanic
R023,0.0218,0.1607,0.0119,0.3433,0.2798,0.7798,0.0317,0.0159,All Grades,328,No,0.08823529411764706,White,White
R024,0.0175,0.1094,0.0095,0.3501,0.2152,0.8352,0.0314,0.0146,All Grades,307,No,0.07857142857142857,White,White
R026,0.0721,0.3649,0.027,0.5766,0.1982,0.473,0.0946,0.0405,All Grades,321,No,0,Minority,White
R027,0.0566,0.3896,0.0242,0.6706,0.2379,0.2496,0.1113,0.2253,All Grades,295,No,0.35333333333333333,Minority,Hispanic
R028,0.0323,0.3065,0,0.6935,0.3387,0.0806,0.0645,0.5484,All Grades,285,NA,NA,Minority,Black
R029,0.0269,0.211,0.0134,0.4503,0.172,0.547,0.1478,0.0806,All Grades,319,No,0.056338028169014086,White,White
R030,0.0455,0.2247,0.024,0.3636,0.226,0.6679,0.0543,0.029,All Grades,324,No,0,White,White
R031,0.0574,0.4106,0.0375,1,0.2737,0.0508,0.0044,0.4967,All Grades,277,No,0.1111111111111111,Minority,Black
R032,0.0182,0.1555,0.0126,0.3417,0.2493,0.7955,0.0266,0.0098,All Grades,322,No,0.05263157894736842,White,White
R034,0.012,0.1202,0.0077,0.3305,0.2481,0.8386,0.0292,0.0043,All Grades,323,No,0.125,White,White
R035,0.0237,0.2216,0.029,0.3984,0.1768,0.5884,0.0765,0.0844,All Grades,339,No,0,White,White
R036,0.0186,0.1086,0.0175,0.3114,0.1897,0.8268,0.0439,0.0033,All Grades,313,No,0.0425531914893617,White,White
R038,0.1108,0.3297,0.0081,0.6459,0.2081,0.5514,0.0676,0.0432,All Grades,306,No,0.06521739130434782,White,White
R039,0.0896,0.3181,0.0073,0.6856,0.181,0.4662,0.1517,0.0567,All Grades,300,No,0.013157894736842105,Minority,White
R041,0.0977,0.2918,0.0255,0.6431,0.2139,0.6006,0.0567,0.0255,All Grades,312,No,0.1232876712328767,White,White
R042,0.0268,0.1242,0.0107,0.3362,0.2077,0.8276,0.0353,0.0021,All Grades,316,No,0.028846153846153848,White,White
R044,0.0658,0.5074,0.0435,0.9321,0.2803,0.0149,0.0202,0.414,All Grades,274,No,0.10256410256410256,Minority,Hispanic
R045,0.0752,0.4478,0.0325,0.7273,0.211,0.2817,0.0483,0.1897,All Grades,299,No,0.06349206349206349,Minority,Hispanic
R046,0.0957,0.3642,0.0185,0.8056,0.2654,0.3827,0.0864,0.1481,All Grades,297,No,0.09433962264150944,Minority,White
R048,0.061,0.174,0.0158,0.4294,0.1729,0.5977,0.1729,0.0395,All Grades,325,No,0.16666666666666666,White,White
R049,0.1147,0.404,0.004,0.8133,0.3333,0.1227,0.1053,0.364,All Grades,275,No,0.09154929577464789,Minority,Hispanic
R050,0.0513,0.147,0.0198,0.3267,0.1575,0.727,0.0828,0.0233,All Grades,334,No,0.0916030534351145,White,White
R051,0.0843,0.4602,0.0137,0.7365,0.3004,0.2458,0.057,0.2233,All Grades,288,No,0.10101010101010101,Minority,Hispanic
R052,0.1235,0.1753,0.008,0.5956,0.2052,0.7151,0.0817,0.0199,All Grades,322,No,0.05042016806722689,White,White
R053,0.0366,0.1225,0.0197,0.4127,0.2113,0.7915,0.0437,0.0225,All Grades,325,No,0.03418803418803419,White,White
R054,0.0668,0.2558,0.0244,0.572,0.1992,0.3535,0.3226,0.0437,All Grades,322,No,0.1721311475409836,Minority,White
R055,0.014,0.104,0.0109,0.3665,0.2081,0.854,0.0233,0.0078,All Grades,310,No,0.009708737864077669,White,White
R056,0.0072,0.1182,0.0072,0.3963,0.2608,0.8184,0.0476,0.0086,All Grades,322,No,0.007246376811594203,White,White
R057,0.0802,0.3389,0.0138,1,0.2739,0.065,0.0387,0.5436,All Grades,283,No,0.08571428571428572,Minority,Black
R058,0.0688,0.24,0.0213,0.51,0.2488,0.5375,0.1425,0.0587,All Grades,307,No,0.07352941176470588,White,White
R059,0,0.3953,0.0775,0.6279,0.1705,0.1318,0.0155,0.3798,All Grades,281,No,0.029411764705882353,Minority,Hispanic
R060,0.0369,0.2657,0.0249,0.6063,0.2397,0.5662,0.102,0.0412,All Grades,302,No,0.08461538461538462,White,White
R061,0.0716,0.4456,0.0071,0.7648,0.2644,0.1724,0.0354,0.3395,All Grades,282,No,0.13513513513513514,Minority,Hispanic
R063,0.0023,0.1757,0.0158,0.4459,0.1847,0.6194,0.1126,0.0766,All Grades,313,NA,NA,White,White
R065,0.0305,0.4213,0.0609,0.5888,0.2005,0.264,0.0482,0.2056,All Grades,311,NA,NA,Minority,Hispanic
R069,0.0614,0.2087,0.0233,0.5265,0.2097,0.59,0.1472,0.0307,All Grades,314,No,0.028368794326241134,White,White
R072,0.0509,0.2226,0.0079,0.6097,0.1995,0.4992,0.225,0.0453,All Grades,305,No,0.05217391304347826,Minority,White
R074,0.2716,0.6294,0.0032,0.9073,0.3003,0.0671,0.0703,0.23,All Grades,288,NA,NA,Minority,Hispanic
R075,0.0096,0.1105,0.0052,0.378,0.2152,0.787,0.0803,0.0169,All Grades,319,No,0.09714285714285714,White,White
R078,0.0763,0.488,0.012,0.9237,0.2545,0.0509,0.0225,0.4266,All Grades,278,NA,NA,Minority,Hispanic
R080,0.0151,0.1959,0.0083,0.5004,0.2321,0.5124,0.0836,0.1997,All Grades,310,No,0.057692307692307696,White,White
R861,0.0456,0.4012,0.0316,0.7988,0.2398,0.2363,0.117,0.214,All Grades,312,No,0.03614457831325301,Minority,Hispanic
K045,0.1351,0.4751,0.0154,0.8223,0.1339,0.0059,0.0201,0.4834,All Grades,295,No,0,Minority,Black
K075,0.1772,0.752,0,1,0.1929,0.0197,0.0197,0.2087,All Grades,283,No,0.043478260869565216,Minority,Hispanic
K086,0.2818,0.9215,0.0046,0.9815,0.1963,0.0162,0.0439,0.0139,All Grades,294,No,0,Minority,Hispanic
K106,0.2573,0.854,0,0.9653,0.1934,0.0146,0.0146,0.1168,All Grades,285,No,0.05084745762711865,Minority,Hispanic
K116,0.2558,0.9399,0,1,0.188,0.0039,0.0213,0.0349,All Grades,296,No,0.06,Minority,Hispanic
K123,0.263,0.9007,0.0099,0.9801,0.1861,0.0223,0.0323,0.0347,All Grades,294,No,0.057971014492753624,Minority,Hispanic
K145,0.2324,0.9387,0.0038,1,0.1354,0.0115,0.0089,0.037,All Grades,294,No,0.14925373134328357,Minority,Hispanic
K151,0.2108,0.7169,0,0.9789,0.2711,0.0813,0,0.2018,All Grades,283,No,0.04918032786885246,Minority,Hispanic
K162,0.203,0.9027,0.0063,1,0.2283,0.0338,0.0211,0.0359,All Grades,282,No,0.21052631578947367,Minority,Hispanic
K274,0.2018,0.8396,0.0198,0.9694,0.1081,0.0198,0.0216,0.0991,All Grades,293,No,0.04411764705882353,Minority,Hispanic
K291,0.2655,0.7965,0.0025,0.8586,0.2134,0.0323,0.0199,0.1489,All Grades,268,No,0.17218543046357615,Minority,Hispanic
K299,0.1605,0.4814,0.0029,0.9513,0.2264,0.0172,0.0029,0.4957,All Grades,290,No,0.016260162601626018,Minority,Black
K347,0.1938,0.8954,0,0.8923,0.2215,0.0092,0.0154,0.08,All Grades,282,NA,NA,Minority,Hispanic
K349,0.243,0.933,0,0.9721,0.1257,0,0.0056,0.0615,All Grades,283,NA,NA,Minority,Hispanic
K376,0.2303,0.8992,0.005,0.958,0.1261,0.0134,0.0034,0.079,All Grades,319,No,0.09090909090909091,Minority,Hispanic
K377,0.1835,0.8515,0.0082,0.868,0.2309,0.0227,0.0021,0.1155,All Grades,278,No,0.11864406779661017,Minority,Hispanic
K383,0.0174,0.4542,0.0033,1,0.0969,0.0185,0.0556,0.4684,All Grades,305,No,0.28187919463087246,Minority,Black
K384,0.2297,0.8183,0.0029,1,0.1701,0.0058,0.016,0.157,All Grades,281,No,0.072992700729927,Minority,Hispanic
K554,0.0168,0.7654,0.0028,0.8827,0.0587,0.0363,0.067,0.1285,All Grades,341,NA,NA,Minority,Hispanic
K562,0.2362,0.6793,0.0117,0.8309,0.2245,0.0146,0.0175,0.277,All Grades,269,NA,NA,Minority,Hispanic
