school_name.x,asian,black,english_language_learners,hispanic,other_race,poverty,students_with_disabilities,white,school_number,grade,mean_scale_score,latitude,longitude,any_lead_free_buildings,number_of_outlets_result_less,number_of_outlets_result_greater,number_of_outlets,county,school_district,lead_percent,minority,largest,race
P.S. 136 Roy Wilkins,0.0051,0.9154,0.0237,0.0575,0.0152,0.9036,0.1692,0.0068,Q136,All Grades,297,-73.752438534,40.698354013,No,56,2,58,Queens,NYC DOE,0.034482758620689655,Minority,0.9154,Black
P.S./ M.S.138 Sunrise,0.0255,0.8497,0.0436,0.0715,0.0255,0.7648,0.1588,0.0279,Q138,All Grades,282,-73.734957073,40.659517978,No,148,11,159,Queens,NYC DOE,0.06918238993710692,Minority,0.8497,Black
PS/MS 147 Ronald McNair,0.0101,0.9496,0.0417,0.0259,0.0029,0.7468,0.1396,0.0115,Q147,All Grades,280,-73.740551577,40.697204788,No,70,4,74,Queens,NYC DOE,0.05405405405405406,Minority,0.9496,Black
P.S. 156 Laurelton,0.0238,0.8995,0.0397,0.0608,0.0026,0.8042,0.1746,0.0132,Q156,All Grades,286,-73.742900922,40.672937468,No,73,9,82,Queens,NYC DOE,0.10975609756097561,Minority,0.8995,Black
P.S. 176 Cambria Heights,0.0553,0.9028,0.0162,0.031,0.0067,0.7544,0.1026,0.004,Q176,All Grades,318,-73.729944603,40.685456801,No,132,9,141,Queens,NYC DOE,0.06382978723404255,Minority,0.9028,Black
P.S. 181 Brookfield,0.0168,0.8513,0.0288,0.1031,0.024,0.7314,0.1511,0.0048,Q181,All Grades,289,-73.753122393,40.656160799,No,97,10,107,Queens,NYC DOE,0.09345794392523364,Minority,0.8513,Black
I.S. 192 The Linden,0.0294,0.8708,0.0509,0.0783,0.0078,0.728,0.2153,0.0137,Q192,All Grades,270,-73.753329438,40.705988672,No,86,26,112,Queens,NYC DOE,0.23214285714285715,Minority,0.8708,Black
P.S. 195 William Haberle,0.0107,0.9238,0.0198,0.0488,0.0122,0.875,0.1555,0.0046,Q195,All Grades,288,-73.735594722,40.653002517,No,102,7,109,Queens,NYC DOE,0.06422018348623854,Minority,0.9238,Black
P.S. / I.S. 208,0.0853,0.7653,0.0114,0.1166,0.0199,0.606,0.1707,0.0128,Q208,All Grades,310,-73.726632581,40.744415108,No,109,36,145,Queens,NYC DOE,0.2482758620689655,Minority,0.7653,Black
I.S. 238 - Susan B. Anthony Academy,0.2581,0.4345,0.1425,0.2588,0.0294,0.8601,0.1431,0.0192,Q238,All Grades,279,-73.780469494,40.713243984,No,65,2,67,Queens,NYC DOE,0.029850746268656716,Minority,0.4345,Black
P.S. 251 Queens,0.0087,0.9162,0,0.0347,0.026,0.7688,0.1387,0.0145,Q251,All Grades,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9162,Black
Pathways College Preparatory School: A College Boa,0.0284,0.8998,0.0301,0.0518,0.0067,0.7696,0.1469,0.0134,Q259,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8998,Black
P.S. 084 Steinway,0.0815,0.0598,0.0924,0.3723,0.019,1,0.1413,0.4674,Q084,All Grades,306,-73.906268685,40.77148319,No,42,4,46,Queens,NYC DOE,0.08695652173913043,Minority,0.4674,White
PS/IS 268,0.2441,0.3797,0.0492,0.2576,0.0983,0.8373,0.1322,0.0203,Q268,All Grades,300,-73.785618275,40.707573255,No,136,2,138,Queens,NYC DOE,0.014492753623188406,Minority,0.3797,Black
The Gordon Parks School,0.0088,0.9779,0.0029,0.0059,0.0074,0.5059,0.1563,0,Q270,All Grades,298,-73.736448078,40.67482043,No,147,1,148,Queens,NYC DOE,0.006756756756756757,Minority,0.9779,Black
Preparatory Academy for Writers: A College Board S,0.038,0.8424,0.0091,0.0707,0.0326,0.7246,0.1522,0.0163,Q283,All Grades,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8424,Black
Queens United Middle School,0.0068,0.8514,0.0203,0.0608,0.0743,0.6419,0.1824,0.0068,Q289,All Grades,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8514,Black
P.S./I.S. 295,0.3722,0.2741,0.0907,0.2704,0.0352,0.7963,0.1463,0.0481,Q295,All Grades,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.3722,Asian
Eagle Academy for Young Men III,0.0117,0.8925,0.0023,0.0421,0.0327,0.6869,0.2196,0.021,Q327,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8925,Black
Collaborative Arts Middle School,0.018,0.9144,0.018,0.0518,0.0045,0.6779,0.2252,0.0113,Q355,All Grades,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9144,Black
Community Voices Middle School,0.007,0.9207,0.035,0.0559,0.0117,0.704,0.2051,0.0047,Q356,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9207,Black
P.S. 002 Alfred Zimberg,0.2098,0.0245,0.1868,0.3706,0.0123,0.7519,0.1317,0.3828,Q002,All Grades,323,-73.894518563,40.770255114,No,57,5,62,Queens,NYC DOE,0.08064516129032258,Minority,0.3828,White
I.S. 010 Horace Greeley,0.2123,0.0568,0.1021,0.5336,0.0093,1,0.1659,0.1879,Q010,All Grades,304,-73.912630133,40.759266022,No,40,9,49,Queens,NYC DOE,0.1836734693877551,Minority,0.5336,Hispanic
P.S. 011 Kathryn Phelan,0.4008,0.0165,0.2533,0.4847,0.0094,1,0.16,0.0886,Q011,All Grades,316,-73.909353455,40.745429984,No,111,18,129,Queens,NYC DOE,0.13953488372093023,Minority,0.4847,Hispanic
P.S. 017 Henry David Thoreau,0.1714,0.1149,0.2411,0.5763,0.0056,1,0.2298,0.1318,Q017,All Grades,295,-73.922860343,40.768464807,No,136,3,139,Queens,NYC DOE,0.02158273381294964,Minority,0.5763,Hispanic
P.S. 069 Jackson Heights,0.4866,0.006,0.195,0.4142,0.0129,1,0.0863,0.0802,Q069,All Grades,319,-73.888529753,40.749270604,No,127,1,128,Queens,NYC DOE,0.0078125,Minority,0.4866,Asian
P.S. 070 Queens,0.1856,0.0204,0.1914,0.4218,0.0175,0.8173,0.1195,0.3547,Q070,All Grades,310,-73.913597836,40.761643083,No,168,5,173,Queens,NYC DOE,0.028901734104046242,Minority,0.4218,Hispanic
P.S. 076 William Hallet,0.0881,0.2968,0.1259,0.4874,0.0126,1,0.3489,0.1151,Q076,All Grades,289,-73.941261011,40.760714566,No,145,3,148,Queens,NYC DOE,0.02027027027027027,Minority,0.4874,Hispanic
P.S./I.S. 78Q,0.1432,0.04,0.0716,0.3663,0.0505,0.2547,0.0926,0.4,Q078,All Grades,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4,White
P.S. 085 Judge Charles Vallone,0.2017,0.0466,0.1052,0.3207,0.0448,1,0.1086,0.3862,Q085,All Grades,326,-73.915025423,40.772751073,No,58,1,59,Queens,NYC DOE,0.01694915254237288,Minority,0.3862,White
P.S. 092 Harry T. Stewart Sr.,0.0177,0.021,0.3761,0.958,0.0022,1,0.1659,0.0011,Q092,All Grades,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.958,Hispanic
P.S. 111 Jacob Blackwell,0.0753,0.3675,0.1898,0.4759,0.0151,0.9036,0.253,0.0663,Q111,All Grades,268,-73.939302096,40.758860103,No,129,20,149,Queens,NYC DOE,0.1342281879194631,Minority,0.4759,Hispanic
P.S. 112 Dutch Kills,0.2639,0.1933,0.1375,0.4647,0.0093,1,0.1413,0.0688,Q112,All Grades,312,-73.934509532,40.756946889,No,100,22,122,Queens,NYC DOE,0.18032786885245902,Minority,0.4647,Hispanic
P.S. 122 Mamie Fay,0.3126,0.0621,0.0577,0.2184,0.0299,0.5771,0.103,0.3769,Q122,All Grades,336,-73.916287107,40.780097316,No,88,4,92,Queens,NYC DOE,0.043478260869565216,Minority,0.3769,White
Albert Shanker School for Visual and Performing Ar,0.2336,0.1487,0.1416,0.5097,0.0088,0.9115,0.1947,0.0991,Q126,All Grades,298,-73.930636571,40.766294014,No,82,7,89,Queens,NYC DOE,0.07865168539325842,Minority,0.5097,Hispanic
P.S. 127 Aerospace Science Magne,0.1161,0.1337,0.33,0.7368,0.0028,0.8853,0.1358,0.0106,Q127,All Grades,294,-73.870866817,40.764743429,No,65,12,77,Queens,NYC DOE,0.15584415584415584,Minority,0.7368,Hispanic
I.S. 141 The Steinway,0.2239,0.0267,0.0718,0.4002,0.0259,1,0.1303,0.3233,Q141,All Grades,314,-73.904866185,40.77544417,No,79,11,90,Queens,NYC DOE,0.12222222222222222,Minority,0.4002,Hispanic
I.S. 145 Joseph Pulitzer,0.0736,0.016,0.2384,0.8866,0.0024,0.9254,0.1739,0.0213,Q145,All Grades,300,-73.887096763,40.754429477,No,105,1,106,Queens,NYC DOE,0.009433962264150943,Minority,0.8866,Hispanic
P.S. 148 Queens,0.1315,0.0058,0.2889,0.8311,0.0029,1,0.1411,0.0288,Q148,All Grades,299,-73.878738073,40.758398534,No,112,6,118,Queens,NYC DOE,0.05084745762711865,Minority,0.8311,Hispanic
P.S. 149 Christa Mcauliffe,0.0905,0.0154,0.3387,0.8593,0.0049,1,0.1269,0.0299,Q149,All Grades,304,-73.874315204,40.754880444,No,104,7,111,Queens,NYC DOE,0.06306306306306306,Minority,0.8593,Hispanic
P.S. 150 Queens,0.2838,0.0098,0.1255,0.4619,0.0189,1,0.1066,0.2256,Q150,All Grades,324,-73.923871375,40.745616436,No,92,4,96,Queens,NYC DOE,0.041666666666666664,Minority,0.4619,Hispanic
P.S. 151 Mary D. Carter,0.1412,0.1936,0.1253,0.5718,0.0091,0.9157,0.1845,0.0843,Q151,All Grades,289,-73.908811601,40.757515988,No,45,7,52,Queens,NYC DOE,0.1346153846153846,Minority,0.5718,Hispanic
P.S. 152 Gwendoline N. Alleyne School,0.4866,0.0036,0.2787,0.4513,0.013,1,0.122,0.0455,Q152,All Grades,319,-73.900069332,40.752627611,No,101,8,109,Queens,NYC DOE,0.07339449541284404,Minority,0.4866,Asian
P.S. 166 Henry Gradstein,0.3124,0.0478,0.1801,0.4438,0.0112,0.7554,0.11,0.1849,Q166,All Grades,324,-73.92670063,40.757353477,No,124,12,136,Queens,NYC DOE,0.08823529411764706,Minority,0.4438,Hispanic
P.S. 171 Peter G. Van Alst,0.2151,0.2366,0.1918,0.4982,0.009,0.9355,0.1756,0.0412,Q171,All Grades,283,-73.928864319,40.771222986,No,160,30,190,Queens,NYC DOE,0.15789473684210525,Minority,0.4982,Hispanic
I.S. 204 Oliver W. Holmes,0.2203,0.1898,0.1356,0.5068,0.0085,0.8627,0.2186,0.0746,Q204,All Grades,290,-73.932611687,40.757059588,No,131,3,134,Queens,NYC DOE,0.022388059701492536,Minority,0.5068,Hispanic
P.S. 212,0.2183,0.0102,0.1244,0.6612,0.0114,1,0.1459,0.099,Q212,All Grades,317,-73.884895226,40.753110363,No,123,7,130,Queens,NYC DOE,0.05384615384615385,Minority,0.6612,Hispanic
I.S. 227 Louis Armstrong,0.1413,0.1212,0.0505,0.4635,0.0091,1,0.1346,0.2649,Q227,All Grades,332,-73.87418278,40.757695691,No,158,8,166,Queens,NYC DOE,0.04819277108433735,Minority,0.4635,Hispanic
I.S. 230,0.3813,0.0093,0.1076,0.5334,0.0065,0.7588,0.1113,0.0696,Q230,All Grades,319,-73.892908771,40.752866579,No,60,1,61,Queens,NYC DOE,0.01639344262295082,Minority,0.5334,Hispanic
P.S. 234,0.2452,0.0417,0.2244,0.4006,0.0128,0.8317,0.1362,0.2997,Q234,All Grades,301,-73.923215874,40.767258063,No,140,3,143,Queens,NYC DOE,0.02097902097902098,Minority,0.4006,Hispanic
Academy for New Americans,0.26,0.02,1,0.6067,0,0.96,0,0.1133,Q235,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6067,Hispanic
P.S. 280,0.0817,0.0052,0.4435,0.8922,0.007,0.9704,0.167,0.0139,Q280,All Grades,311,-73.873820205,40.754237748,No,51,18,69,Queens,NYC DOE,0.2608695652173913,Minority,0.8922,Hispanic
"Young Women's Leadership School, Astoria",0.3374,0.0612,0.0385,0.4108,0.0052,0.7937,0.0927,0.1853,Q286,All Grades,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4108,Hispanic
Hunters Point Community Middle School,0.163,0.163,0.0793,0.5022,0.0308,0.6344,0.2335,0.141,Q291,All Grades,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5022,Hispanic
The 30th Avenue School (G&T Citywide),0.4359,0.0684,0.0598,0.0513,0.1282,1,0.0342,0.3162,Q300,All Grades,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4359,Asian
East Elmhurst Community School,0.0323,0.0903,0.5419,0.8323,0.0065,0.9806,0.1742,0.0387,Q329,All Grades,315,-73.872261372,40.76173512,No,42,3,45,Queens,NYC DOE,0.06666666666666667,Minority,0.8323,Hispanic
Baccalaureate School for Global Education,0.4707,0.0188,0,0.1674,0.023,0.4247,0.0063,0.3201,Q580,All Grades,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4707,Asian
P.S. 001 Tottenville,0.0135,0.0154,0.0462,0.1577,0,0.3846,0.2923,0.8135,R001,All Grades,312,-74.243875563,40.509077879,No,54,10,64,Richmond,NYC DOE,0.15625,White,0.8135,White
I.S. R002 George L. Egbert,0.0931,0.0662,0.0576,0.2953,0.0061,0.6716,0.2574,0.5392,R002,All Grades,297,-74.100786518,40.576922559,No,83,27,110,Richmond,NYC DOE,0.24545454545454545,White,0.5392,White
P.S. 003 The Margaret Gioiosa School,0.0541,0.005,0.021,0.1032,0.01,0.3106,0.1894,0.8277,R003,All Grades,326,-74.211356956,40.520897603,No,108,9,117,Richmond,NYC DOE,0.07692307692307693,White,0.8277,White
P.S. 004 Maurice Wollin,0.0463,0.0237,0.0225,0.1637,0.0175,0.3887,0.2775,0.7487,R004,All Grades,310,-74.195188311,40.552586886,No,152,15,167,Richmond,NYC DOE,0.08982035928143713,White,0.7487,White
P.S. 005 Huguenot,0.0163,0.0082,0,0.0898,0,0.1878,0.1837,0.8857,R005,All Grades,346,-74.188066378,40.529914464,No,33,0,33,Richmond,NYC DOE,0,White,0.8857,White
P.S. 6 Corporal Allan F. Kivlehan School,0.0247,0.0073,0.0218,0.1061,0.0247,0.3663,0.25,0.8372,R006,All Grades,317,-74.230830681,40.510067531,No,135,3,138,Richmond,NYC DOE,0.021739130434782608,White,0.8372,White
I.S. 007 Elias Bernstein,0.0462,0.0065,0.0081,0.0754,0.0041,0.3476,0.1532,0.8679,R007,All Grades,325,-74.185706429,40.523391221,No,70,19,89,Richmond,NYC DOE,0.21348314606741572,White,0.8679,White
P.S. 8 Shirlee Solomon,0.0614,0.0253,0.0199,0.1209,0.0072,0.3502,0.2076,0.7852,R008,All Grades,331,-74.15148604,40.547383353,No,54,6,60,Richmond,NYC DOE,0.1,White,0.7852,White
Naples Street Elementary School,0.0592,0.125,0.0329,0.2961,0.0329,0.4605,0.2895,0.4868,R009,All Grades,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4868,White
P.S. 11 Thomas Dongan School,0.0674,0.1489,0.0887,0.4149,0.0142,0.7482,0.2305,0.3546,R011,All Grades,305,-74.097647881,40.590531112,No,51,4,55,Richmond,NYC DOE,0.07272727272727272,Minority,0.4149,Hispanic
P.S. 013 M. L. Lindemeyer,0.1359,0.1684,0.1429,0.4309,0.0279,1,0.2067,0.2369,R013,All Grades,308,-74.069588055,40.61285825,No,101,2,103,Richmond,NYC DOE,0.019417475728155338,Minority,0.4309,Hispanic
P.S. 016 John J. Driscoll,0.0548,0.2194,0.2694,0.5903,0.0065,0.9613,0.2339,0.129,R016,All Grades,278,-74.079176023,40.639736651,No,136,2,138,Richmond,NYC DOE,0.014492753623188406,Minority,0.5903,Hispanic
P.S. 018 John G. Whittier,0.0298,0.4458,0.0534,0.449,0.0157,1,0.3344,0.0597,R018,All Grades,301,-74.117440696,40.635976924,No,111,10,121,Richmond,NYC DOE,0.08264462809917356,Minority,0.449,Hispanic
P.S. 019 The Curtis School,0.0434,0.1543,0.1752,0.6704,0.0289,1,0.1913,0.1029,R019,All Grades,298,-74.126989216,40.631201551,No,110,23,133,Richmond,NYC DOE,0.17293233082706766,Minority,0.6704,Hispanic
P.S. 020 Port Richmond,0.0062,0.1376,0.4127,0.7803,0.0144,0.9692,0.308,0.0616,R020,All Grades,287,-74.132745366,40.636797936,No,53,1,54,Richmond,NYC DOE,0.018518518518518517,Minority,0.7803,Hispanic
P.S. 21 Margaret Emery-Elm Park,0.0173,0.2054,0.1856,0.5767,0,1,0.3366,0.2005,R021,All Grades,292,-74.14674244,40.631886336,No,32,0,32,Richmond,NYC DOE,0,Minority,0.5767,Hispanic
P.S. 022 Graniteville,0.0675,0.2315,0.1275,0.5604,0.0262,0.8585,0.2024,0.1143,R022,All Grades,296,-74.150714189,40.625311656,No,136,6,142,Richmond,NYC DOE,0.04225352112676056,Minority,0.5604,Hispanic
P.S. 023 Richmondtown,0.0317,0.0159,0.0218,0.1607,0.0119,0.3433,0.2798,0.7798,R023,All Grades,328,-74.132887238,40.57112962,No,93,9,102,Richmond,NYC DOE,0.08823529411764706,White,0.7798,White
I.S. 024 Myra S. Barnes,0.0314,0.0146,0.0175,0.1094,0.0095,0.3501,0.2152,0.8352,R024,All Grades,307,-74.146371235,40.545318499,No,129,11,140,Richmond,NYC DOE,0.07857142857142857,White,0.8352,White
P.S. 026 The Carteret School,0.0946,0.0405,0.0721,0.3649,0.027,0.5766,0.1982,0.473,R026,All Grades,321,-74.190436068,40.591808781,No,33,0,33,Richmond,NYC DOE,0,Minority,0.473,White
I.S. 027 Anning S. Prall,0.1113,0.2253,0.0566,0.3896,0.0242,0.6706,0.2379,0.2496,R027,All Grades,295,-74.116966064,40.628220621,No,97,53,150,Richmond,NYC DOE,0.35333333333333333,Minority,0.3896,Hispanic
The Eagle Academy for Young Men of Staten Island,0.0645,0.5484,0.0323,0.3065,0,0.6935,0.3387,0.0806,R028,All Grades,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5484,Black
P.S. 029 Bardwell,0.1478,0.0806,0.0269,0.211,0.0134,0.4503,0.172,0.547,R029,All Grades,319,-74.115882314,40.613627482,No,67,4,71,Richmond,NYC DOE,0.056338028169014086,White,0.547,White
P.S. 030 Westerleigh,0.0543,0.029,0.0455,0.2247,0.024,0.3636,0.226,0.6679,R030,All Grades,324,-74.132785534,40.618006355,No,79,0,79,Richmond,NYC DOE,0,White,0.6679,White
P.S. 031 William T. Davis,0.0044,0.4967,0.0574,0.4106,0.0375,1,0.2737,0.0508,R031,All Grades,277,-74.085345911,40.641576293,No,112,14,126,Richmond,NYC DOE,0.1111111111111111,Minority,0.4967,Black
P.S. 032 The Gifford School,0.0266,0.0098,0.0182,0.1555,0.0126,0.3417,0.2493,0.7955,R032,All Grades,322,-74.155204112,40.55901602,No,126,7,133,Richmond,NYC DOE,0.05263157894736842,White,0.7955,White
I.S. 034 Tottenville,0.0292,0.0043,0.012,0.1202,0.0077,0.3305,0.2481,0.8386,R034,All Grades,323,-74.243484702,40.50825297,No,77,11,88,Richmond,NYC DOE,0.125,White,0.8386,White
P.S. 35 The Clove Valley School,0.0765,0.0844,0.0237,0.2216,0.029,0.3984,0.1768,0.5884,R035,All Grades,339,-74.099405719,40.613773181,No,60,0,60,Richmond,NYC DOE,0,White,0.5884,White
P.S. 036 J. C. Drumgoole,0.0439,0.0033,0.0186,0.1086,0.0175,0.3114,0.1897,0.8268,R036,All Grades,313,-74.182293973,40.543127591,No,135,6,141,Richmond,NYC DOE,0.0425531914893617,White,0.8268,White
P.S. 038 George Cromwell,0.0676,0.0432,0.1108,0.3297,0.0081,0.6459,0.2081,0.5514,R038,All Grades,306,-74.101555695,40.575686201,No,43,3,46,Richmond,NYC DOE,0.06521739130434782,White,0.5514,White
P.S. 39 Francis J. Murphy Jr.,0.1517,0.0567,0.0896,0.3181,0.0073,0.6856,0.181,0.4662,R039,All Grades,300,-74.071436575,40.597655237,No,75,1,76,Richmond,NYC DOE,0.013157894736842105,Minority,0.4662,White
P.S. 041 New Dorp,0.0567,0.0255,0.0977,0.2918,0.0255,0.6431,0.2139,0.6006,R041,All Grades,312,-74.109279307,40.574015823,No,64,9,73,Richmond,NYC DOE,0.1232876712328767,White,0.6006,White
P.S. 042 Eltingville,0.0353,0.0021,0.0268,0.1242,0.0107,0.3362,0.2077,0.8276,R042,All Grades,316,-74.169458319,40.55248666,No,101,3,104,Richmond,NYC DOE,0.028846153846153848,White,0.8276,White
P.S. 044 Thomas C. Brown,0.0202,0.414,0.0658,0.5074,0.0435,0.9321,0.2803,0.0149,R044,All Grades,274,-74.15646613,40.631607283,No,105,12,117,Richmond,NYC DOE,0.10256410256410256,Minority,0.5074,Hispanic
P.S. 045 John Tyler,0.0483,0.1897,0.0752,0.4478,0.0325,0.7273,0.211,0.2817,R045,All Grades,299,-74.107156719,40.628425579,No,59,4,63,Richmond,NYC DOE,0.06349206349206349,Minority,0.4478,Hispanic
P.S. 046 Albert V. Maniscalco,0.0864,0.1481,0.0957,0.3642,0.0185,0.8056,0.2654,0.3827,R046,All Grades,297,-74.080329663,40.593885662,No,48,5,53,Richmond,NYC DOE,0.09433962264150944,Minority,0.3827,White
P.S. 048 William G. Wilcox,0.1729,0.0395,0.061,0.174,0.0158,0.4294,0.1729,0.5977,R048,All Grades,325,-74.091285112,40.602638243,No,40,8,48,Richmond,NYC DOE,0.16666666666666666,White,0.5977,White
I.S. 49 Berta A. Dreyfus,0.1053,0.364,0.1147,0.404,0.004,0.8133,0.3333,0.1227,R049,All Grades,275,-74.081552973,40.620212862,No,129,13,142,Richmond,NYC DOE,0.09154929577464789,Minority,0.404,Hispanic
P.S. 050 Frank Hankinson,0.0828,0.0233,0.0513,0.147,0.0198,0.3267,0.1575,0.727,R050,All Grades,334,-74.124366584,40.561513,No,119,12,131,Richmond,NYC DOE,0.0916030534351145,White,0.727,White
I.S. 051 Edwin Markham,0.057,0.2233,0.0843,0.4602,0.0137,0.7365,0.3004,0.2458,R051,All Grades,288,-74.144471393,40.622448921,No,89,10,99,Richmond,NYC DOE,0.10101010101010101,Minority,0.4602,Hispanic
P.S. 052 John C. Thompson,0.0817,0.0199,0.1235,0.1753,0.008,0.5956,0.2052,0.7151,R052,All Grades,322,-74.088283405,40.582601278,No,113,6,119,Richmond,NYC DOE,0.05042016806722689,White,0.7151,White
P.S. 053 Bay Terrace,0.0437,0.0225,0.0366,0.1225,0.0197,0.4127,0.2113,0.7915,R053,All Grades,325,-74.137089597,40.552491293,No,113,4,117,Richmond,NYC DOE,0.03418803418803419,White,0.7915,White
P.S. 054 Charles W. Leng,0.3226,0.0437,0.0668,0.2558,0.0244,0.572,0.1992,0.3535,R054,All Grades,322,-74.137719966,40.603229551,No,101,21,122,Richmond,NYC DOE,0.1721311475409836,Minority,0.3535,White
P.S. 055 Henry M. Boehm,0.0233,0.0078,0.014,0.104,0.0109,0.3665,0.2081,0.854,R055,All Grades,310,-74.163718892,40.536652548,No,102,1,103,Richmond,NYC DOE,0.009708737864077669,White,0.854,White
P.S. 56 The Louis Desario School,0.0476,0.0086,0.0072,0.1182,0.0072,0.3963,0.2608,0.8184,R056,All Grades,322,-74.213889271,40.542264631,No,137,1,138,Richmond,NYC DOE,0.007246376811594203,White,0.8184,White
P.S. 057 Hubert H. Humphrey,0.0387,0.5436,0.0802,0.3389,0.0138,1,0.2739,0.065,R057,All Grades,283,-74.083541378,40.611572312,No,128,12,140,Richmond,NYC DOE,0.08571428571428572,Minority,0.5436,Black
Space Shuttle Columbia School,0.1425,0.0587,0.0688,0.24,0.0213,0.51,0.2488,0.5375,R058,All Grades,307,-74.161049419,40.583885021,No,189,15,204,Richmond,NYC DOE,0.07352941176470588,White,0.5375,White
The Harbor View School,0.0155,0.3798,0,0.3953,0.0775,0.6279,0.1705,0.1318,R059,All Grades,281,-74.08329093,40.647853217,No,66,2,68,Richmond,NYC DOE,0.029411764705882353,Minority,0.3953,Hispanic
P.S. 060 Alice Austen,0.102,0.0412,0.0369,0.2657,0.0249,0.6063,0.2397,0.5662,R060,All Grades,302,-74.162746572,40.6101833,No,119,11,130,Richmond,NYC DOE,0.08461538461538462,White,0.5662,White
I.S. 061 William A Morris,0.0354,0.3395,0.0716,0.4456,0.0071,0.7648,0.2644,0.1724,R061,All Grades,282,-74.097572275,40.63399446,No,96,15,111,Richmond,NYC DOE,0.13513513513513514,Minority,0.4456,Hispanic
Marsh Avenue School for Expeditionary Learning,0.1126,0.0766,0.0023,0.1757,0.0158,0.4459,0.1847,0.6194,R063,All Grades,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,0.6194,White
P.S. 65 The Academy of Innovative Learning,0.0482,0.2056,0.0305,0.4213,0.0609,0.5888,0.2005,0.264,R065,All Grades,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4213,Hispanic
P.S. 069 Daniel D. Tompkins,0.1472,0.0307,0.0614,0.2087,0.0233,0.5265,0.2097,0.59,R069,All Grades,314,-74.15731275,40.590893964,No,137,4,141,Richmond,NYC DOE,0.028368794326241134,White,0.59,White
I.S. 072 Rocco Laurie,0.225,0.0453,0.0509,0.2226,0.0079,0.6097,0.1995,0.4992,R072,All Grades,305,-74.158999798,40.592952232,No,109,6,115,Richmond,NYC DOE,0.05217391304347826,Minority,0.4992,White
P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,0.0703,0.23,0.2716,0.6294,0.0032,0.9073,0.3003,0.0671,R074,All Grades,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6294,Hispanic
I.S. 075 Frank D. Paulo,0.0803,0.0169,0.0096,0.1105,0.0052,0.378,0.2152,0.787,R075,All Grades,319,-74.197784297,40.544304684,No,158,17,175,Richmond,NYC DOE,0.09714285714285714,White,0.787,White
PS 78,0.0225,0.4266,0.0763,0.488,0.012,0.9237,0.2545,0.0509,R078,All Grades,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.488,Hispanic
The Michael J. Petrides School,0.0836,0.1997,0.0151,0.1959,0.0083,0.5004,0.2321,0.5124,R080,All Grades,310,-74.102200734,40.608591215,No,49,3,52,Richmond,NYC DOE,0.057692307692307696,White,0.5124,White
Staten Island School of Civic Leadership,0.117,0.214,0.0456,0.4012,0.0316,0.7988,0.2398,0.2363,R861,All Grades,312,-74.164326752,40.62065482,No,160,6,166,Richmond,NYC DOE,0.03614457831325301,Minority,0.4012,Hispanic
P.S./I.S. 045 Horace E. Greene,0.0201,0.4834,0.1351,0.4751,0.0154,0.8223,0.1339,0.0059,K045,All Grades,295,-73.910550065,40.686888447,No,83,0,83,Kings,NYC DOE,0,Minority,0.4834,Black
P.S. 075 Mayda Cortiella,0.0197,0.2087,0.1772,0.752,0,1,0.1929,0.0197,K075,All Grades,283,-73.920953241,40.693056779,No,44,2,46,Kings,NYC DOE,0.043478260869565216,Minority,0.752,Hispanic
P.S. 086 The Irvington,0.0439,0.0139,0.2818,0.9215,0.0046,0.9815,0.1963,0.0162,K086,All Grades,294,-73.917595451,40.70080865,No,17,0,17,Kings,NYC DOE,0,Minority,0.9215,Hispanic
P.S. 106 Edward Everett Hale,0.0146,0.1168,0.2573,0.854,0,0.9653,0.1934,0.0146,K106,All Grades,285,-73.913001759,40.693925305,No,56,3,59,Kings,NYC DOE,0.05084745762711865,Minority,0.854,Hispanic
P.S. 116 Elizabeth L Farrell,0.0213,0.0349,0.2558,0.9399,0,1,0.188,0.0039,K116,All Grades,296,-73.916392499,40.697766001,No,47,3,50,Kings,NYC DOE,0.06,Minority,0.9399,Hispanic
