school_name.x,asian,black,english_language_learners,hispanic,other_race,poverty,students_with_disabilities,white,school_number,grade,mean_scale_score,latitude,longitude,any_lead_free_buildings,number_of_outlets_result_less,number_of_outlets_result_greater,number_of_outlets,county,school_district,lead_percent,minority,largest,race
M.S. 061 Dr. Gladstone H. Atwell,0.0137,0.8229,0.0636,0.1072,0.0499,1,0.1459,0.0062,K061,All Grades,287,-73.948401105,40.664041576,No,75,7,82,Kings,NYC DOE,0.08536585365853659,Minority,0.8229,Black
P.S. 091 The Albany Avenue School,0.0047,0.9322,0.0818,0.0607,0.0023,0.9182,0.229,0,K091,All Grades,290,-73.93996924,40.661852616,No,53,0,53,Kings,NYC DOE,0,Minority,0.9322,Black
P.S. 092 Adrian Hegeman,0.0581,0.7801,0.1452,0.1473,0.0062,0.9066,0.1515,0.0083,K092,All Grades,281,-73.954103286,40.656020489,No,104,32,136,Kings,NYC DOE,0.23529411764705882,Minority,0.7801,Black
P.S. 138 Brooklyn,0.0133,0.8704,0.0457,0.0854,0.0074,0.8704,0.1546,0.0236,K138,All Grades,304,-73.951388382,40.673504482,No,65,7,72,Kings,NYC DOE,0.09722222222222222,Minority,0.8704,Black
P.S. 161 The Crown,0.0693,0.7552,0.0439,0.1339,0.0254,0.8984,0.1501,0.0162,K161,All Grades,295,-73.949202618,40.666164518,No,77,9,86,Kings,NYC DOE,0.10465116279069768,Minority,0.7552,Black
P.S. 181 Brooklyn,0.0041,0.8386,0.0964,0.1005,0.0315,1,0.1513,0.0254,K181,All Grades,279,-73.946347158,40.648159907,No,177,25,202,Kings,NYC DOE,0.12376237623762376,Minority,0.8386,Black
P.S. 189 The Bilingual Center,0.0156,0.7299,0.1914,0.2473,0.0055,0.924,0.1145,0.0018,K189,All Grades,319,-73.926126899,40.665529001,No,89,5,94,Kings,NYC DOE,0.05319148936170213,Minority,0.7299,Black
P.S. 191 Paul Robeson,0.0097,0.7767,0.034,0.1942,0.0194,0.9757,0.199,0,K191,All Grades,313,-73.924371618,40.671985569,No,83,18,101,Kings,NYC DOE,0.1782178217821782,Minority,0.7767,Black
P.S. 221 Toussaint L'Ouverture,0.0047,0.8844,0.059,0.0849,0.0071,0.8608,0.1698,0.0189,K221,All Grades,302,-73.93648094,40.663757482,No,55,6,61,Kings,NYC DOE,0.09836065573770492,Minority,0.8844,Black
P.S. 241 Emma L. Johnston,0.005,0.86240000000000006,0.0929,0.0945,0.0182,0.8706,0.1045,0.0199,K241,All Grades,300,-73.960459459,40.669255835,No,43,3,46,Kings,NYC DOE,0.06521739130434782,Minority,0.86240000000000006,Black
M.S. 246 Walt Whitman,0.0175,0.801,0.1955,0.1588,0.007,1,0.2688,0.0157,K246,All Grades,273,-73.952863923,40.648704812,No,118,28,146,Kings,NYC DOE,0.1917808219178082,Minority,0.801,Black
P.S. 249 The Caton,0.0588,0.4084,0.2309,0.4895,0.0044,1,0.1443,0.0388,K249,All Grades,330,-73.96606911,40.64965616,No,127,9,136,Kings,NYC DOE,0.0661764705882353,Minority,0.4895,Hispanic
P.S. 289 George V. Brower,0.0115,0.8014,0.06,0.157,0.0185,1,0.2564,0.0115,K289,All Grades,304,-73.942382027,40.674764561,No,131,29,160,Kings,NYC DOE,0.18125,Minority,0.8014,Black
P.S. 316 Elijah Stroud,0.0111,0.7528,0.0333,0.1583,0.0278,0.8194,0.1889,0.05,K316,All Grades,320,-73.960255354,40.674450604,No,115,9,124,Kings,NYC DOE,0.07258064516129033,Minority,0.7528,Black
I.S. 340,0.015,0.85,0.01,0.11,0.01,0.895,0.155,0.015,K340,All Grades,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.85,Black
Ebbets Field Middle School,0.0129,0.6996,0.2189,0.2446,0,0.9657,0.2446,0.0429,K352,All Grades,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6996,Black
Elijah Stroud Middle School,0.0079,0.7826,0.0474,0.1462,0,0.8617,0.249,0.0632,K353,All Grades,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7826,Black
The School of Integrated Learning,0.031,0.8053,0.0885,0.1372,0.0133,0.9248,0.2566,0.0133,K354,All Grades,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8053,Black
P.S. 375 Jackie Robinson School,0.0302,0.623,0.2177,0.2923,0.0121,0.8972,0.2399,0.0423,K375,All Grades,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.623,Black
Academy for College Preparation and Career Explora,0.0119,0.8436,0.0713,0.1248,0.0099,0.798,0.1822,0.0099,K382,All Grades,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8436,Black
M.S. K394,0.0399,0.8236,0.0366,0.1248,0.0033,0.8902,0.1381,0.0083,K394,All Grades,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8236,Black
P.S. 397 Foster-Laurie,0.0255,0.8344,0.0955,0.0924,0.0096,0.9459,0.1497,0.0382,K397,All Grades,301,-73.946402382,40.658895503,No,63,3,66,Kings,NYC DOE,0.045454545454545456,Minority,0.8344,Black
P.S. 398 Walter Weaver,0.0072,0.7639,0.0699,0.1205,0.1036,0.9614,0.2096,0.0048,K398,All Grades,293,-73.927603204,40.664071216,No,111,3,114,Kings,NYC DOE,0.02631578947368421,Minority,0.7639,Black
P.S. 399 Stanley Eugene Clark,0.022,0.7226,0.0739,0.1377,0.1098,0.9481,0.0758,0.008,K399,All Grades,290,-73.951785115,40.648065464,No,51,11,62,Kings,NYC DOE,0.1774193548387097,Minority,0.7226,Black
Ronald Edmonds Learning Center II,0.0132,0.8289,0.0395,0.1447,0.0066,0.8026,0.2632,0.0066,K484,All Grades,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8289,Black
"School for Human Rights, The",0.0118,0.8962,0.0566,0.0778,0.0047,0.8538,0.1816,0.0094,K531,All Grades,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8962,Black
New Bridges Elementary,0.0058,0.7855,0.0696,0.1681,0.0203,0.8928,0.1623,0.0203,K532,All Grades,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7855,Black
School for Democracy and  Leadership,0.0031,0.8746,0.0596,0.0972,0.0125,0.8025,0.2602,0.0125,K533,All Grades,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8746,Black
"Science, Technology and Research Early College Hig",0.0329,0.8798,0.0019,0.0659,0.0136,0.7829,0.0465,0.0078,K543,All Grades,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8798,Black
Medgar Evers College Preparatory School,0.0315,0.8985,0.0047,0.0354,0.0283,0.712,0.0346,0.0063,K590,All Grades,334,-73.951142034,40.667167562,No,117,25,142,Kings,NYC DOE,0.176056338028169,Minority,0.8985,Black
Brooklyn Arts and Science Elementary School,0.0559,0.5235,0.0765,0.2735,0.0176,0.6353,0.2294,0.1294,K705,All Grades,281,-73.95279861,40.632312269,No,39,9,48,Kings,NYC DOE,0.1875,Minority,0.5235,Black
New Heights Middle School,0.0031,0.8488,0.0741,0.0864,0.0586,0.9259,0.2531,0.0031,K722,All Grades,278,-73.981318322,40.589275653,No,170,8,178,Kings,NYC DOE,0.0449438202247191,Minority,0.8488,Black
P.S. 770 New American Academy,0.0102,0.7177,0.0204,0.0952,0.068,0.6565,0.1361,0.1088,K770,All Grades,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7177,Black
P.S. 66,0.0061,0.8748,0.0221,0.0761,0.0123,0.73740000000000006,0.0957,0.0307,K066,All Grades,305,-73.907311434,40.648402664,No,149,13,162,Kings,NYC DOE,0.08024691358024691,Minority,0.8748,Black
I.S. 068 Isaac Bildersee,0.0073,0.9086,0.1371,0.0475,0.0055,0.7294,0.2395,0.0311,K068,All Grades,283,-73.910612058,40.635355391,No,90,26,116,Kings,NYC DOE,0.22413793103448276,Minority,0.9086,Black
P.S. 114 Ryder Elementary,0.0217,0.8283,0.105,0.085,0.005,1,0.1767,0.06,K114,All Grades,295,-73.908331383,40.642387847,No,90,9,99,Kings,NYC DOE,0.09090909090909091,Minority,0.8283,Black
P.S. 115 Daniel Mucatel School,0.031,0.85,0.0293,0.081,0.0095,1,0.1284,0.0284,K115,All Grades,299,-73.895385335,40.63289834,No,108,4,112,Kings,NYC DOE,0.03571428571428571,Minority,0.85,Black
P.S. 135 Sheldon A. Brookner,0.0075,0.8877,0.0254,0.0734,0.015,0.8877,0.0928,0.0165,K135,All Grades,294,-73.933002692,40.653615532,No,66,6,72,Kings,NYC DOE,0.08333333333333333,Minority,0.8877,Black
P.S. 208 Elsa Ebeling,0.0196,0.9129,0.0392,0.0414,0.0087,0.8322,0.1656,0.0174,K208,All Grades,294,-73.930612144,40.642069493,No,47,11,58,Kings,NYC DOE,0.1896551724137931,Minority,0.9129,Black
I.S. 211 John Wilson,0.0016,0.9119,0.0417,0.0689,0.008,0.8157,0.2179,0.0096,K211,All Grades,284,-73.89640695,40.643520938,No,84,14,98,Kings,NYC DOE,0.14285714285714285,Minority,0.9119,Black
P.S. 219 Kennedy-King,0.0142,0.8706,0.0479,0.0957,0.0124,1,0.2128,0.0071,K219,All Grades,291,-73.922825285,40.659328258,No,66,7,73,Kings,NYC DOE,0.0958904109589041,Minority,0.8706,Black
P.S. 233 Langston Hughes,0.0038,0.9469,0.0247,0.038,0.0038,0.8975,0.1461,0.0076,K233,All Grades,294,-73.913775715,40.6511998,No,94,3,97,Kings,NYC DOE,0.030927835051546393,Minority,0.9469,Black
P.S. 235 Lenox School,0.0141,0.9403,0.0078,0.0196,0.0126,0.7465,0.0636,0.0133,K235,All Grades,320,-73.940723644,40.654736475,No,57,7,64,Kings,NYC DOE,0.109375,Minority,0.9403,Black
P.S. 244 Richard R. Green,0.0031,0.9632,0.0291,0.023,0.0046,0.8144,0.2147,0.0061,K244,All Grades,297,-73.925394167,40.648389734,No,126,8,134,Kings,NYC DOE,0.05970149253731343,Minority,0.9632,Black
P.S. 268 Emma Lazarus,0.0114,0.9269,0.0616,0.0434,0,0.9247,0.1279,0.0183,K268,All Grades,284,-73.928005136,40.657295881,No,124,7,131,Kings,NYC DOE,0.05343511450381679,Minority,0.9269,Black
P.S. 272 Curtis Estabrook,0.0196,0.7859,0.0196,0.1513,0.0216,0.8625,0.22,0.0216,K272,All Grades,282,-73.900578854,40.626311013,No,107,17,124,Kings,NYC DOE,0.13709677419354838,Minority,0.7859,Black
P.S. 276 Louis Marshall,0.0119,0.8939,0.0637,0.0451,0.0358,0.805,0.1419,0.0133,K276,All Grades,291,-73.907741697,40.633869165,No,115,11,126,Kings,NYC DOE,0.0873015873015873,Minority,0.8939,Black
P.S. 279 Herman Schreiber,0.0136,0.932,0.0175,0.0369,0.0058,0.8194,0.1126,0.0117,K279,All Grades,287,-73.892328236,40.644189018,No,130,38,168,Kings,NYC DOE,0.2261904761904762,Minority,0.932,Black
I.S. 285 Meyer Levin,0.005,0.9343,0.0235,0.0471,0.0037,0.8711,0.1623,0.0099,K285,All Grades,284,-73.920694647,40.646915475,No,77,7,84,Kings,NYC DOE,0.08333333333333333,Minority,0.9343,Black
THE SCIENCE AND MEDICINE MIDDLE SCHOOL,0.0079,0.8959,0.0354,0.0806,0.002,0.7112,0.1709,0.0138,K366,All Grades,286,-73.891993103,40.647300726,No,91,7,98,Kings,NYC DOE,0.07142857142857142,Minority,0.8959,Black
East Flatbush Community Research School,0.011,0.8791,0.0989,0.0275,0.0659,0.8791,0.2692,0.0165,K581,All Grades,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8791,Black
Middle School for Art and Philosophy,0.004,0.9044,0.0757,0.0837,0.008,0.9084,0.2072,0,K588,All Grades,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9044,Black
Middle School of Marketing and Legal Studies,0.0042,0.9328,0.0756,0.0546,0,0.6765,0.1681,0.0084,K598,All Grades,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9328,Black
Brooklyn Science and Engineering Academy,0,0.9872,0.0128,0.0128,0,0.7821,0.1538,0,K763,All Grades,291,-73.987897474,40.67080882,No,35,0,35,Kings,NYC DOE,0,Minority,0.9872,Black
P.S. 007 Abraham Lincoln,0.0656,0.1003,0.161,0.7907,0.0203,0.8949,0.1437,0.0231,K007,All Grades,292,-73.873058815,40.689677819,No,92,4,96,Kings,NYC DOE,0.041666666666666664,Minority,0.7907,Hispanic
P.S. 013 Roberto Clemente,0.0132,0.6637,0.1011,0.2945,0.0154,0.9758,0.167,0.0132,K013,All Grades,281,-73.893716294,40.663626045,No,134,14,148,Kings,NYC DOE,0.0945945945945946,Minority,0.6637,Black
P.S. 065,0.017,0.1144,0.2442,0.8099,0.0572,1,0.1128,0.0015,K065,All Grades,314,-73.876907388,40.683440232,No,24,2,26,Kings,NYC DOE,0.07692307692307693,Minority,0.8099,Hispanic
P.S. 089 Cypress Hills,0.0088,0.0264,0.4317,0.9515,0.0132,0.9537,0.2093,0,K089,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9515,Hispanic
P.S. 108 Sal Abbracciamento,0.0497,0.1569,0.1271,0.7646,0.0133,1,0.2033,0.0155,K108,All Grades,308,-73.884104753,40.681307064,No,26,3,29,Kings,NYC DOE,0.10344827586206896,Minority,0.7646,Hispanic
P.S. 149 Danny Kaye,0.0272,0.6409,0.0801,0.3176,0.0029,0.9557,0.1245,0.0114,K149,All Grades,290,-73.892829568,40.669700627,No,86,1,87,Kings,NYC DOE,0.011494252873563218,Minority,0.6409,Black
P.S. 158 Warwick,0.0103,0.5077,0.072,0.4545,0.0257,0.8559,0.1887,0.0017,K158,All Grades,290,-73.884837362,40.672568316,No,72,0,72,Kings,NYC DOE,0,Minority,0.5077,Black
P.S. 159 Isaac Pitkin,0.3132,0.4135,0.1874,0.2443,0.0193,1,0.1221,0.0097,K159,All Grades,293,-73.869604177,40.675751307,No,47,6,53,Kings,NYC DOE,0.11320754716981132,Minority,0.4135,Black
I.S. 171 Abraham Lincoln,0.0568,0.1577,0.2145,0.735,0.0379,0.9479,0.1498,0.0126,K171,All Grades,283,-73.869534283,40.686181995,No,63,7,70,Kings,NYC DOE,0.1,Minority,0.735,Hispanic
P.S. 190 Sheffield,0,0.8171,0.0057,0.1771,0,0.9371,0.0971,0.0057,K190,All Grades,292,-73.894457823,40.662309206,No,94,25,119,Kings,NYC DOE,0.21008403361344538,Minority,0.8171,Black
P.S. 202 Ernest S. Jenkyns,0.0091,0.5923,0.0914,0.3693,0.011,0.9104,0.1846,0.0183,K202,All Grades,277,-73.876509797,40.666390859,No,62,11,73,Kings,NYC DOE,0.1506849315068493,Minority,0.5923,Black
P.S. 213 New Lots,0.0076,0.798,0.0657,0.1616,0.0051,0.9318,0.197,0.0278,K213,All Grades,277,-73.890412513,40.660429936,No,91,3,94,Kings,NYC DOE,0.031914893617021274,Minority,0.798,Black
P.S. 214 Michael Friedsam,0.5041,0.1298,0.141,0.3458,0.003,1,0.1268,0.0172,K214,All Grades,294,-73.863081356,40.676490525,No,50,11,61,Kings,NYC DOE,0.18032786885245902,Minority,0.5041,Asian
J.H.S. 218 James P. Sinnott,0.1905,0.4242,0.1602,0.3658,0.0087,0.8723,0.2641,0.0108,K218,All Grades,275,-73.874236917,40.670716432,No,89,4,93,Kings,NYC DOE,0.043010752688172046,Minority,0.4242,Black
P.S. 224 Hale A. Woodruff,0.0231,0.7038,0.0442,0.2462,0.0077,0.9442,0.2096,0.0192,K224,All Grades,275,-73.865766735,40.66413434,No,112,8,120,Kings,NYC DOE,0.06666666666666667,Minority,0.7038,Black
P.S. 273 Wortman,0,0.7412,0.0206,0.2353,0.0088,1,0.2324,0.0147,K273,All Grades,278,-73.879485717,40.658096954,No,59,14,73,Kings,NYC DOE,0.1917808219178082,Minority,0.7412,Black
P.S. 290 Juan Morel Campos,0.0392,0.2249,0.1993,0.7172,0.0085,0.9557,0.1227,0.0102,K290,All Grades,305,-73.889809922,40.678116464,No,95,7,102,Kings,NYC DOE,0.06862745098039216,Minority,0.7172,Hispanic
J.H.S. 292 Margaret S. Douglas,0.1153,0.5331,0.1009,0.3242,0.0144,0.9409,0.1671,0.013,K292,All Grades,290,-73.893935217,40.672342115,No,120,14,134,Kings,NYC DOE,0.1044776119402985,Minority,0.5331,Black
P.S. 306 Ethan Allen,0.0064,0.7504,0.0256,0.2288,0.0112,1,0.2816,0.0032,K306,All Grades,276,-73.886701554,40.656117257,No,98,11,109,Kings,NYC DOE,0.10091743119266056,Minority,0.7504,Black
Essence School,0.0148,0.7481,0.1259,0.1852,0,0.9185,0.2593,0.0519,K311,All Grades,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7481,Black
The Fresh Creek School,0,0.7671,0.0402,0.2209,0.008,0.9518,0.1807,0.004,K325,All Grades,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7671,Black
P.S. 328 Phyllis Wheatley,0.0174,0.5799,0.1493,0.3611,0.0139,0.9931,0.184,0.0278,K328,All Grades,286,-73.897944359,40.668463581,No,125,11,136,Kings,NYC DOE,0.08088235294117647,Minority,0.5799,Black
P.S. 345 Patrolman Robert Bolden,0.0536,0.4117,0.1278,0.4921,0.0221,1,0.1435,0.0205,K345,All Grades,290,-73.880315995,40.676172349,No,121,8,129,Kings,NYC DOE,0.06201550387596899,Minority,0.4921,Hispanic
P.S. 346 Abe Stark,0.0551,0.6504,0.0252,0.2268,0.0189,0.8047,0.1717,0.0488,K346,All Grades,289,-73.881220001,40.647216102,No,150,7,157,Kings,NYC DOE,0.044585987261146494,Minority,0.6504,Black
I.S. 364 Gateway,0.0116,0.7139,0.0145,0.237,0.0087,0.7168,0.237,0.0289,K364,All Grades,278,-73.881521054,40.645752925,No,26,2,28,Kings,NYC DOE,0.07142857142857142,Minority,0.7139,Black
Academy for Young Writers,0.0128,0.7203,0.011,0.2395,0.0201,0.7587,0.1682,0.0073,K404,All Grades,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7203,Black
East New York Family Academy,0.0313,0.6764,0.0209,0.2756,0.0146,0.7599,0.1378,0.0021,K409,All Grades,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6764,Black
Spring Creek Community School,0.0175,0.7598,0.0131,0.2052,0.0087,0.917,0.2052,0.0087,K422,All Grades,281,-73.875076485,40.65797314,No,181,26,207,Kings,NYC DOE,0.12560386473429952,Minority,0.7598,Black
Frederick Douglass Academy VIII Middle School,0.0623,0.7197,0.0346,0.2111,0.0035,0.7232,0.1661,0.0035,K452,All Grades,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7197,Black
Brooklyn Gardens Elementary School,0.0088,0.6535,0.0746,0.3202,0.0088,1,0.1974,0.0088,K557,All Grades,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6535,Black
Van Siclen Community Middle School,0.0094,0.6667,0.1549,0.3099,0.0047,1,0.277,0.0094,K654,All Grades,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6667,Black
Vista Academy,0.0444,0.28,0.1511,0.6533,0.0089,0.9067,0.2089,0.0133,K661,All Grades,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6533,Hispanic
Liberty Avenue Middle School,0.0616,0.2534,0.161,0.6575,0.0103,0.9555,0.1747,0.0171,K662,All Grades,280,-73.968734962,40.592923123,No,10,0,10,Kings,NYC DOE,0,Minority,0.6575,Hispanic
School of the Future Brooklyn,0.0286,0.6571,0.0571,0.3048,0,1,0.3048,0.0095,K663,All Grades,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6571,Black
East New York Elementary School of Excellence,0.0237,0.6339,0.1119,0.3288,0.0068,0.8576,0.1576,0.0068,K677,All Grades,289,-73.919557305,40.695723,No,29,1,30,Kings,NYC DOE,0.03333333333333333,Minority,0.6339,Black
East New York Middle School of Excellence,0.0418,0.5932,0.0532,0.3536,0.0038,0.7567,0.2091,0.0076,K678,All Grades,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5932,Black
Highland Park Community School,0,0.2522,0.1478,0.7217,0.0174,0.8522,0.1739,0.0087,K760,All Grades,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7217,Hispanic
PS/IS 30 Mary White Ovington,0.2142,0.0161,0.2544,0.2834,0.0081,0.7858,0.1643,0.4783,K030,All Grades,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4783,White
P.S. 048 Mapleton,0.4781,0.0078,0.2719,0.2516,0.0156,1,0.1609,0.2469,K048,All Grades,315,-73.987528108,40.621705094,No,54,4,58,Kings,NYC DOE,0.06896551724137931,Minority,0.4781,Asian
J.H.S. 062 Ditmas,0.3048,0.2502,0.2401,0.3133,0.0031,0.8324,0.1769,0.1286,K062,All Grades,300,-73.97126999,40.638695627,No,70,20,90,Kings,NYC DOE,0.2222222222222222,Minority,0.3133,Hispanic
P.S. 69 Vincent D. Grippo School,0.866,0.0024,0.5813,0.0676,0,0.9727,0.1044,0.0641,K069,All Grades,330,-74.009330569,40.632282628,No,100,11,111,Kings,NYC DOE,0.0990990990990991,Minority,0.866,Asian
P.S. 102 The Bayview,0.147,0.0101,0.1427,0.2486,0.0195,0.6585,0.1542,0.5749,K102,All Grades,321,-74.029034918,40.634044019,No,77,11,88,Kings,NYC DOE,0.125,White,0.5749,White
P.S./I.S. 104 The Fort Hamilton School,0.2102,0.0375,0.1001,0.2502,0.025,0.6188,0.1334,0.4771,K104,All Grades,321,-74.028978269,40.618222544,No,59,8,67,Kings,NYC DOE,0.11940298507462686,Minority,0.4771,White
P.S. 105 The Blythebourne,0.9238,0.0012,0.5216,0.045,6e-4,1,0.0577,0.0294,K105,All Grades,338,-74.003825065,40.632984051,No,75,10,85,Kings,NYC DOE,0.11764705882352941,Minority,0.9238,Asian
P.S. 112 Lefferts Park,0.4329,0.0018,0.229,0.3023,0.0018,1,0.1843,0.2612,K112,All Grades,318,-74.000891578,40.61963281,No,53,9,62,Kings,NYC DOE,0.14516129032258066,Minority,0.4329,Asian
P.S. 127 Mckinley Park,0.2486,0.0154,0.2697,0.2254,0.0039,0.7938,0.1927,0.5067,K127,All Grades,316,-74.018948861,40.623840881,No,67,12,79,Kings,NYC DOE,0.1518987341772152,White,0.5067,White
P.S. 160 William T. Sampson,0.836,0.0075,0.7288,0.1079,0.0022,1,0.0839,0.0464,K160,All Grades,325,-73.999357629,40.637183492,No,53,2,55,Kings,NYC DOE,0.03636363636363636,Minority,0.836,Asian
P.S. 163 Bath Beach,0.2864,0.0049,0.1828,0.3301,0.0081,0.8172,0.212,0.3706,K163,All Grades,318,-74.007068693,40.607107084,No,41,3,44,Kings,NYC DOE,0.06818181818181818,Minority,0.3706,White
P.S. 164 Caesar Rodney,0.3216,0.0193,0.181,0.5132,0.0281,1,0.167,0.1178,K164,All Grades,320,-73.98612053,40.637310591,No,62,8,70,Kings,NYC DOE,0.11428571428571428,Minority,0.5132,Hispanic
Ralph A. Fabrizio School,0.4301,0.012,0.3802,0.1946,0.008,0.9142,0.1407,0.3553,K170,All Grades,318,-74.01908819,40.630179949,No,157,2,159,Kings,NYC DOE,0.012578616352201259,Minority,0.4301,Asian
P.S. 176 Ovington,0.6176,0.0051,0.2496,0.2063,0.0043,0.8571,0.0996,0.1667,K176,All Grades,334,-74.00534519,40.624608949,No,70,11,81,Kings,NYC DOE,0.13580246913580246,Minority,0.6176,Asian
P.S. 179 Kensington,0.5678,0.0287,0.4867,0.2505,0.0092,1,0.1376,0.1437,K179,All Grades,296,-73.97740866,40.640470576,No,81,0,81,Kings,NYC DOE,0,Minority,0.5678,Asian
The SEEALL Academy,0.4353,0.0122,0.2389,0.2606,0.013,0.8671,0.1381,0.2789,K180,All Grades,322,-73.989838809,40.626816926,No,82,4,86,Kings,NYC DOE,0.046511627906976744,Minority,0.4353,Asian
P.S. 185 Walter Kassenbrock,0.0824,0.0028,0.0684,0.1508,0.0098,0.4288,0.1341,0.7542,K185,All Grades,326,-74.033891981,40.623706132,No,63,6,69,Kings,NYC DOE,0.08695652173913043,White,0.7542,White
P.S. 186 Dr. Irving A Gladstone,0.3988,0.003,0.2487,0.2739,0.002,1,0.1349,0.3223,K186,All Grades,320,-73.994852312,40.611265649,No,65,5,70,Kings,NYC DOE,0.07142857142857142,Minority,0.3988,Asian
The Christa McAuliffe School\I.S. 187,0.7024,0.0059,0.0236,0.053,0.0079,0.6336,0.0806,0.2308,K187,All Grades,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7024,Asian
P.S. 192 - The Magnet School for Math and Science,0.2069,0.0242,0.287,0.5166,0.003,1,0.2221,0.2492,K192,All Grades,305,-73.980122334,40.629147926,No,56,7,63,Kings,NYC DOE,0.1111111111111111,Minority,0.5166,Hispanic
P.S. 200 Benson School,0.3311,0.0082,0.2106,0.2165,0.0112,0.7857,0.1049,0.433,K200,All Grades,317,-74.001393492,40.603137497,No,108,22,130,Kings,NYC DOE,0.16923076923076924,Minority,0.433,White
J.H.S. 201 The Dyker Heights,0.4493,0.0049,0.0901,0.1423,0.0049,0.7373,0.1169,0.3986,K201,All Grades,331,-74.012882211,40.618540602,No,69,19,88,Kings,NYC DOE,0.2159090909090909,Minority,0.4493,Asian
P.S. 204 Vince Lombardi,0.4565,0.0042,0.1124,0.186,0.0042,0.7566,0.1429,0.3491,K204,All Grades,333,-74.006910819,40.613849707,No,105,14,119,Kings,NYC DOE,0.11764705882352941,Minority,0.4565,Asian
P.S. 205 Clarion,0.5314,0.007,0.2814,0.2047,9e-4,1,0.1507,0.2561,K205,All Grades,324,-73.987342786,40.615063733,No,96,0,96,Kings,NYC DOE,0,Minority,0.5314,Asian
J.H.S. 220 John J. Pershing,0.4327,0.0124,0.3491,0.4538,0,1,0.1556,0.1011,K220,All Grades,317,-74.000414516,40.640898496,No,54,5,59,Kings,NYC DOE,0.0847457627118644,Minority,0.4538,Hispanic
J.H.S. 223 The Montauk,0.5912,0.0535,0.369,0.2694,0.0031,0.9486,0.1394,0.0828,K223,All Grades,315,-73.981632681,40.634801318,No,87,14,101,Kings,NYC DOE,0.13861386138613863,Minority,0.5912,Asian
J.H.S. 227 Edward B. Shallow,0.5869,0.0047,0.2911,0.2408,8e-4,0.8584,0.1424,0.1668,K227,All Grades,309,-73.995174659,40.621780016,No,102,2,104,Kings,NYC DOE,0.019230769230769232,Minority,0.5869,Asian
P.S. 229 Dyker,0.5281,0.0085,0.0971,0.1099,0.0111,0.5554,0.1329,0.3424,K229,All Grades,335,-74.013136134,40.610798393,No,156,1,157,Kings,NYC DOE,0.006369426751592357,Minority,0.5281,Asian
P.S. 247 Brooklyn,0.4878,0.0061,0.219,0.1277,0.0036,1,0.1582,0.3747,K247,All Grades,337,-73.986923188,40.612087351,No,44,12,56,Kings,NYC DOE,0.21428571428571427,Minority,0.4878,Asian
J.H.S. 259 William Mckinley,0.4244,0.0108,0.1254,0.2468,0.0034,0.7898,0.10780000000000001,0.3146,K259,All Grades,329,-74.015175647,40.62663151,No,108,10,118,Kings,NYC DOE,0.0847457627118644,Minority,0.4244,Asian
P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,0.1336,0.0323,0.1466,0.3405,0.0151,0.6552,0.1703,0.4784,K264,All Grades,313,-74.029713611,40.620860077,No,121,7,128,Kings,NYC DOE,0.0546875,Minority,0.4784,White
The School For Future Leaders,0.8365,0.0071,0.6943,0.0853,0,0.9597,0.1066,0.0711,K310,All Grades,332,-74.007328573,40.632226953,No,96,13,109,Kings,NYC DOE,0.11926605504587157,Minority,0.8365,Asian
